tattoo	date	pm	socg	sett	supergroup	weight	toothwear	condition	body_length	temp	neck_diameter	captureyear	sex	age	age_years	statpak	IFNgamma	cult_SUM	cult_OA	cult_TA	cult_FAECES	cult_URINE	cult_OTHER	CaptureDate	VisualLine1	OpticalDensity1	VisualLine2	OpticalDensity2	PM	brock
I035	09/07/2002	No	PARK_MILL	PARK_MILL	PARK_MILL	2	0	GOOD	54.5	38.5	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I036	09/07/2002	No	PARK_MILL	PARK_MILL	PARK_MILL	2	0	NA	53	37.8	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I037	09/07/2002	No	WEST	WEST	WEST	2.6	0	NA	61	37.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I038	09/07/2002	No	PARK_MILL	PARK_MILL	PARK_MILL	2.2	0	FAIR	59	37.5	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I039	09/07/2002	No	WEST	WEST	WEST	4	0	GOOD	67.5	39	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
J071	09/07/2002	No	WINDSOR_EDGE	WINDSOR_EDGE	WINDSOR_EDGE	9.2	0.5	GOOD	83	38.2	NA	2002	MALE	ADULT	4	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
J091	09/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	6.1	NA	FAIR	82	39.2	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M072	09/07/2002	No	CEDAR	CEDAR	CEDAR	8.7	0.75	GOOD	85	38.3	NA	2002	FEMALE	ADULT	9	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Q074	09/07/2002	No	CEDAR	CEDAR	CEDAR	7.6	0.5	GOOD	82	38.8	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
Q094	09/07/2002	No	PARK_MILL	PARK_MILL	PARK_MILL	7.2	0.5	FAIR	85	38.2	NA	2002	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U005	09/07/2002	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	6.4	0.25	FAIR	81.5	38.5	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
U009	09/07/2002	No	NETTLE	NETTLE	NETTLE	8.7	0.25	GOOD	83.5	39.4	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
U041	09/07/2002	No	PARK_MILL	PARK_MILL	PARK_MILL	6.1	0.25	FAIR	81.5	38.2	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U043	09/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	6.9	0.25	FAIR	81	39	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U044	09/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	5.6	0.25	POOR	77	38.5	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U046	09/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	6.8	0.25	GOOD	78	38.5	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
V089	09/07/2002	No	PARK_MILL	SANDY	PARK_MILL	5.6	0.75	POOR	81	36.4	NA	2002	FEMALE	ADULT	12	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
X003	09/07/2002	No	WEST	WEST	WEST	7.5	0.25	FAIR	81	37.5	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
X005	09/07/2002	No	WEST	WEST	WEST	7.8	0.5	POOR	85	38.5	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X041	09/07/2002	No	BREAKHEART	BOXWOOD	BREAKHEART	8.6	0.25	FAIR	85	37.8	NA	2002	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
X044	09/07/2002	No	CEDAR	CEDAR	CEDAR	8.9	0.5	GOOD	84.5	38.2	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X049	09/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	6.3	0.75	NA	79	38.8	NA	2002	MALE	ADULT	2	NA	NA	1	0	NA	0	NA	1	NA	NA	NA	NA	NA	NA	0
X088	09/07/2002	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	NA	0.75	GOOD	NA	39	NA	2002	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
H057	10/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	7.1	1	GOOD	77.5	38.7	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1
H061	10/07/2002	No	WINDSOR_EDGE	WINDSOR_EDGE	WINDSOR_EDGE	7.9	0.75	GOOD	82.5	38.6	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I040	10/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	3.4	0	GOOD	65	38.5	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
I041	10/07/2002	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	3.1	0	NA	61.5	36.8	NA	2002	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
J058	10/07/2002	No	PARK_MILL	PARK_MILL	PARK_MILL	7.9	0.75	FAIR	83.5	37.5	NA	2002	MALE	ADULT	4	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Q060	10/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	8.4	0.5	GOOD	80	38.4	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Q072	10/07/2002	No	NETTLE	NETTLE	NETTLE	8.9	0.5	VERY_GOOD	81	38.8	NA	2002	FEMALE	ADULT	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Q090	10/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	7.6	0.25	GOOD	78.5	38.8	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U012	10/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	5.8	0.5	NA	80	37.7	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U045	10/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	5.1	0.25	GOOD	76.5	38.7	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U047	10/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	5.9	0.25	FAIR	79.5	38.3	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
X024	10/07/2002	No	COLE_PARK	COLE_PARK	COLE_PARK	8.1	0.25	GOOD	82.5	38.6	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
X066	19/07/2002	Yes	NA	NA	NA	6	0	POOR	NA	NA	NA	2002	MALE	ADULT	2	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
C123	06/08/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	6.9	0.75	FAIR	82.5	37.5	NA	2002	FEMALE	ADULT	11	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
H014	06/08/2002	No	HEDGE	HEDGE	HEDGE	8.9	0.75	FAIR	85.5	38.2	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
H027	06/08/2002	No	LARCH	BOX	LARCH	8.8	0.5	VERY_GOOD	80.5	38.5	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I004	06/08/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	5.8	0	GOOD	77	38.6	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I005	06/08/2002	No	WEST	WEST	WEST	4.4	0	GOOD	70.5	38.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I006	06/08/2002	No	WEST	WEST	WEST	4.2	0	FAIR	70	39	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I009	06/08/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	7.4	0.25	FAIR	85	37.4	NA	2002	MALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I011	06/08/2002	No	WEST	WEST	WEST	4.9	0	GOOD	72.5	38.3	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I012	06/08/2002	No	JUNCTION	OPEN	JUNCTION	4.2	0	FAIR	72	38.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I013	06/08/2002	No	JUNCTION	JUNCTION	JUNCTION	3.8	0	FAIR	70	38.3	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
I037	06/08/2002	No	WEST	WEST	WEST	2.6	0	POOR	62	38	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I039	06/08/2002	No	WEST	WEST	WEST	4.7	0	FAIR	70	39.4	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I042	06/08/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	7.2	0.25	GOOD	83.5	38.8	NA	2002	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I043	06/08/2002	No	WEST	WEST	WEST	2.8	0	FAIR	61.5	38.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I044	06/08/2002	No	WEST	WEST	WEST	2.5	0	FAIR	60	38.2	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I045	06/08/2002	No	WEST	WEST	WEST	3	0	FAIR	64	38.3	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
J017	06/08/2002	No	LARCH	BOX	LARCH	8.4	0.5	GOOD	81	38.7	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
J079	06/08/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	7	0.75	FAIR	83	37.5	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
J080	06/08/2002	No	WEST	BENCH	WEST	9	0.5	FAIR	85	38.3	NA	2002	MALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1
Q026	06/08/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	9.9	0.25	GOOD	90.5	38.2	NA	2002	MALE	ADULT	3	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0
Q028	06/08/2002	No	JUNCTION	OPEN	JUNCTION	7.9	0.5	GOOD	82.5	38.8	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Q078	06/08/2002	No	WEST	WEST	WEST	7.8	0.75	GOOD	83	38.4	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1
Q081	06/08/2002	No	JUNCTION	JUNCTION	JUNCTION	8.8	0.5	GOOD	86.5	39.2	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U026	06/08/2002	No	HEDGE	HEDGE	HEDGE	7.4	0.25	GOOD	86.5	38.1	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U031	06/08/2002	No	HEDGE	HEDGE	HEDGE	8.6	0.5	GOOD	89	38.6	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U032	06/08/2002	No	HEDGE	HEDGE	HEDGE	7.7	0.25	GOOD	82	38.3	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U035	06/08/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	7.1	0.25	FAIR	84	38	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U036	06/08/2002	No	JUNCTION	JUNCTION	JUNCTION	7	0.25	FAIR	87	38.6	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U063	06/08/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	9.2	0.25	GOOD	90	38.5	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U073	06/08/2002	No	HEDGE	HEDGE	HEDGE	7.3	0.25	GOOD	85.5	38.6	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X015	06/08/2002	No	ARTHURS	ARTHURS	ARTHURS	11.5	0.5	VERY_GOOD	90	38.7	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
X065	06/08/2002	No	JACKS_MIREY	JACKS	JACKS_MIREY	8.3	0.25	GOOD	85.5	38.2	NA	2002	FEMALE	ADULT	2	NA	NA	1	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	0
X082	06/08/2002	No	ARTHURS	ARTHURS	ARTHURS	9.5	0.25	GOOD	86.5	38.4	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
X084	06/08/2002	No	ARTHURS	BRAMBLE	ARTHURS	9	0.25	GOOD	85	38.4	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I007	07/08/2002	No	WEST	BENCH	WEST	4	0	FAIR	67.5	38.4	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
I046	07/08/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	8	0.5	FAIR	85	37.4	NA	2002	MALE	ADULT	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I047	07/08/2002	No	WEST	WEST	WEST	3.3	0	FAIR	64.5	39.1	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Q077	07/08/2002	No	JACKS_MIREY	JACKS	JACKS_MIREY	12.2	0.5	VERY_GOOD	87.5	39.1	NA	2002	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Q084	07/08/2002	No	WEST	WEST	WEST	8.4	0.75	FAIR	81.5	38.2	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U033	07/08/2002	No	HEDGE	HEDGE	HEDGE	8.8	0.5	VERY_GOOD	87.5	39.2	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U038	07/08/2002	No	ARTHURS	ARTHURS	ARTHURS	9.2	0.25	VERY_GOOD	88	38.9	NA	2002	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U070	07/08/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	7.4	0.25	GOOD	81.5	38.2	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U072	07/08/2002	No	HEDGE	HEDGE	HEDGE	7.2	0.25	FAIR	84	39.1	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
X007	07/08/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	7.6	0.5	GOOD	82	38.3	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
X076	07/08/2002	No	ARTHURS	BRAMBLE	ARTHURS	9.4	0.25	GOOD	84	38.6	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
UN275	14/08/2002	Yes	NA	NA	NA	8	0	FAIR	NA	NA	NA	2002	MALE	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
I015	15/08/2002	Yes	NA	NA	NA	5	0	GOOD	NA	NA	NA	2002	FEMALE	CUB	0	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
UN276	19/08/2002	Yes	NA	NA	NA	6	0	NA	NA	NA	NA	2002	FEMALE	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
C065	20/08/2002	No	YEW	TAXUS	YEW	6.3	0.75	POOR	80	38.2	NA	2002	MALE	ADULT	11	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
D059	20/08/2002	No	BEECH	MANSION	BEECH	8.5	0.5	FAIR	86	37.9	NA	2002	FEMALE	ADULT	5	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
H043	20/08/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	6.4	0.75	FAIR	77.5	37	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
I018	20/08/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	3.2	0	POOR	86	37.9	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I019	20/08/2002	No	PEGLARS	PEGLARS	PEGLARS/PONTINS	3.9	0	POOR	69	38.8	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I020	20/08/2002	No	PONTINS	BOG	PEGLARS/PONTINS	4	0	FAIR	69	38.4	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I022	20/08/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	3.2	0	POOR	66	37.8	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I027	20/08/2002	No	PONTINS	BOG	PEGLARS/PONTINS	3.3	0	FAIR	64	38.4	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
J034	20/08/2002	No	BEECH	BEECH	BEECH	7.9	0.75	GOOD	83	37.9	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
J035	20/08/2002	No	BEECH	MANSION	BEECH	8	0.75	GOOD	83.5	38.5	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	1
J087	20/08/2002	No	BEECH	BEECH	BEECH	8.7	0.5	VERY_GOOD	85	38.4	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M001	20/08/2002	No	PONTINS	BOG	PEGLARS/PONTINS	6.7	0.75	FAIR	78.5	37.5	NA	2002	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M035	20/08/2002	No	YEW	TAXUS	YEW	8.5	0.75	GOOD	83	37.1	NA	2002	FEMALE	ADULT	9	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Q033	20/08/2002	No	WOODRUSH	WOODRUSH	WOODRUSH	10	0.5	GOOD	84	38.1	NA	2002	MALE	ADULT	3	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Q039	20/08/2002	No	KENNEL	NEEDLES	KENNEL	6	0.5	GOOD	80.5	38.7	NA	2002	FEMALE	ADULT	3	NA	NA	1	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	1
U019	20/08/2002	No	YEW	TAXUS	YEW	6.5	0.5	FAIR	83	38.7	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U048	20/08/2002	No	TOP_SETT	TOP	TOP_SETT	8.4	0.25	FAIR	85	38.1	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U049	20/08/2002	No	TOP_SETT	TOP	TOP_SETT	7.8	0.25	FAIR	84	38.3	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U054	20/08/2002	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	6.9	0.25	FAIR	80.5	38.1	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U062	20/08/2002	No	KENNEL	CUL-DE-SAC	KENNEL	6.8	0.25	FAIR	82	38.9	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1
U064	20/08/2002	No	TOP_SETT	TOP	TOP_SETT	8.5	0.25	GOOD	84	38.4	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U067	20/08/2002	No	TOP_SETT	TOP	TOP_SETT	9	0.25	GOOD	83	38.4	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U068	20/08/2002	No	TOP_SETT	TOP	TOP_SETT	6.5	0.25	FAIR	79	37.2	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X035	20/08/2002	No	WOODRUSH	WOODRUSH	WOODRUSH	8.1	0.5	GOOD	80	38.4	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1
X073	20/08/2002	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	6.9	0.5	GOOD	81	38.7	NA	2002	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z093	20/08/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	5.2	0.75	POOR	76	37.1	NA	2002	FEMALE	ADULT	8	NA	NA	1	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	1
D019	21/08/2002	No	BEECH	CHESTNUT	BEECH	10	0.5	GOOD	87	38.3	NA	2002	MALE	ADULT	5	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
D020	21/08/2002	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	8.9	0.5	GOOD	82	38.9	NA	2002	FEMALE	ADULT	5	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
D027	21/08/2002	No	YEW	TAXUS	YEW	7.6	0.5	FAIR	84	38.6	NA	2002	FEMALE	ADULT	5	NA	NA	1	0	NA	NA	0	1	NA	NA	NA	NA	NA	NA	1
D073	21/08/2002	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	8.6	0.5	FAIR	82.5	38.2	NA	2002	MALE	ADULT	5	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
I016	21/08/2002	No	SEPTIC_TANK	HUNTING_GATE	SEPTIC_TANK	5.3	0	FAIR	76	38.5	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
I017	21/08/2002	No	SEPTIC_TANK	HUNTING_GATE	SEPTIC_TANK	3.9	0	POOR	70	38.4	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Q007	21/08/2002	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	7.4	0.5	FAIR	81	37.9	NA	2002	FEMALE	ADULT	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
S024	21/08/2002	No	YEW	TAXUS	YEW	5.6	0.75	FAIR	76	38.2	NA	2002	FEMALE	ADULT	6	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U020	21/08/2002	No	YEW	TAXUS	YEW	7.2	0.25	FAIR	83	38.2	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U050	21/08/2002	No	SEPTIC_TANK	HUNTING_GATE	SEPTIC_TANK	7.3	0.25	FAIR	84	37.6	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U052	21/08/2002	No	BEECH	MANSION	BEECH	8.8	0.25	GOOD	84	38.3	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U053	21/08/2002	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	8	0.25	FAIR	85	38.8	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U057	21/08/2002	No	TOP_SETT	TOP	TOP_SETT	7.5	0.25	FAIR	79.5	38.1	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U069	21/08/2002	No	TOP_SETT	TOP	TOP_SETT	8.5	0.25	GOOD	84	38.3	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
