tattoo	date	pm	socg	sett	supergroup	weight	toothwear	condition	body_length	temp	neck_diameter	captureyear	sex	age	age_years	statpak	IFNgamma	cult_SUM	cult_OA	cult_TA	cult_FAECES	cult_URINE	cult_OTHER	CaptureDate	VisualLine1	OpticalDensity1	VisualLine2	OpticalDensity2	PM	brock
U008	06/02/2002	No	NETTLE	DAM	NETTLE	7.5	0.25	GOOD	79	38.8	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U043	06/02/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	8.3	0.25	GOOD	80	38.5	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
X041	06/02/2002	No	BREAKHEART	BOXWOOD	BREAKHEART	9.7	0.5	GOOD	84	38.2	NA	2002	MALE	ADULT	2	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0
X049	06/02/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	8.6	0.5	GOOD	80	38.7	NA	2002	MALE	ADULT	2	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0
U071	08/02/2002	Yes	NA	NA	NA	8.94	0	GOOD	NA	NA	NA	2002	MALE	ADULT	1	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
U065	15/02/2002	No	NA	NA	NA	7	0.25	GOOD	77	38	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
UN258	21/02/2002	Yes	NA	NA	NA	NA	0	POOR	NA	NA	NA	2002	FEMALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U027	04/03/2002	Yes	NA	NA	NA	NA	0	GOOD	NA	NA	NA	2002	MALE	ADULT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
X067	05/03/2002	Yes	NA	NA	NA	NA	0	GOOD	NA	NA	NA	2002	FEMALE	ADULT	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UN260	14/03/2002	Yes	NA	NA	NA	NA	0	GOOD	NA	NA	NA	2002	MALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UN261	18/03/2002	Yes	NA	NA	NA	NA	0	GOOD	NA	NA	NA	2002	MALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
J085	28/03/2002	Yes	NA	NA	NA	NA	0	NA	NA	NA	NA	2002	FEMALE	ADULT	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UN264	13/04/2002	Yes	NA	NA	NA	6.85	0	GOOD	NA	NA	NA	2002	FEMALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U025	27/04/2002	Yes	NA	NA	NA	NA	0	GOOD	NA	NA	NA	2002	MALE	ADULT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
J013	16/05/2002	No	JACKS_MIREY	NA	JACKS_MIREY	10.1	0.5	GOOD	86	38.8	NA	2002	MALE	ADULT	4	NA	NA	1	0	NA	0	NA	1	NA	NA	NA	NA	NA	NA	1
I003	28/05/2002	No	WEST	WEST	WEST	2.1	0	FAIR	53	38.2	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
I004	28/05/2002	No	JUNCTION	JUNCTION	JUNCTION	4.3	0	FAIR	66	38	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I005	28/05/2002	No	WEST	WEST	WEST	3	0	FAIR	60	38.3	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I006	28/05/2002	No	WEST	WEST	WEST	2.9	0	FAIR	59	37.8	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I007	28/05/2002	No	LARCH	BOX	LARCH	2.6	0	FAIR	56	38.4	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
I008	28/05/2002	No	LARCH	BOX	LARCH	2.9	0	FAIR	57	37.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
J015	28/05/2002	No	LARCH	BOX	LARCH	8.7	0.5	GOOD	84	38.3	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
J079	28/05/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	7	NA	POOR	83	38.2	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
J080	28/05/2002	No	WEST	BENCH	WEST	9.6	0.5	FAIR	83	38.4	NA	2002	MALE	ADULT	4	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
Q028	28/05/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	7.9	0.5	FAIR	81	38.6	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Q096	28/05/2002	No	ARTHURS	ARTHURS	ARTHURS	10.5	0.25	GOOD	89	38.7	NA	2002	MALE	ADULT	3	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U032	28/05/2002	No	HEDGE	HEDGE	HEDGE	7.5	0.25	FAIR	80	38.3	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U034	28/05/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	7.5	0.25	FAIR	83	39.1	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0
U036	28/05/2002	No	JUNCTION	JUNCTION	JUNCTION	7.8	0.25	FAIR	87	38.8	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U039	28/05/2002	No	HEDGE	HEDGE	HEDGE	8.1	0.25	FAIR	82	38.5	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
UN265	28/05/2002	Yes	NA	NA	NA	7.7	0	GOOD	NA	NA	NA	2002	FEMALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UN266	28/05/2002	Yes	NA	NA	NA	3.3	0	GOOD	NA	NA	NA	2002	MALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
X003	28/05/2002	No	WEST	WEST	WEST	8	0.25	FAIR	81	38	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X005	28/05/2002	No	WEST	WEST	WEST	8.5	0.25	FAIR	84	38.8	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X007	28/05/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	7.8	0.25	FAIR	82	38.8	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X015	28/05/2002	No	ARTHURS	BRAMBLE	ARTHURS	10	0.75	GOOD	89	38.8	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X084	28/05/2002	No	ARTHURS	ARTHURS	ARTHURS	9	0.25	GOOD	84	38.8	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
H015	29/05/2002	No	HEDGE	HEDGE	HEDGE	9.6	0.75	NA	83	39.1	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
I009	29/05/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	8.1	0.25	FAIR	83	38	NA	2002	MALE	ADULT	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0
I010	29/05/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	2.3	0	FAIR	54	38.4	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
I011	29/05/2002	No	WEST	WEST	WEST	3.2	0	GOOD	62	37.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
I012	29/05/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	2.8	0	FAIR	58	38.2	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I013	29/05/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	2.6	0	FAIR	58	37.8	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
J003	29/05/2002	No	LARCH	BOX	LARCH	8	0.5	GOOD	81	38.3	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Q008	29/05/2002	No	HEDGE	HEDGE	HEDGE	9.5	0.5	GOOD	89	38.5	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Q015	29/05/2002	No	LARCH	BOX	LARCH	9.8	0.25	FAIR	84	38.9	NA	2002	MALE	ADULT	3	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Q081	29/05/2002	No	JUNCTION	OPEN	JUNCTION	8.5	NA	FAIR	84	38.4	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Q084	29/05/2002	No	WEST	WEST	WEST	8.7	0.5	GOOD	81	38.4	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U026	29/05/2002	No	HEDGE	HEDGE	HEDGE	8.7	0.25	FAIR	87	38.9	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U031	29/05/2002	No	HEDGE	HEDGE	HEDGE	9.8	0.5	GOOD	85	38.8	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U035	29/05/2002	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	8.4	0.25	GOOD	86	39.4	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X008	29/05/2002	No	HEDGE	HEDGE	HEDGE	10.1	0.25	GOOD	87	38.4	NA	2002	MALE	ADULT	2	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
X011	29/05/2002	No	WEST	WEST	WEST	8.4	NA	FAIR	80	39.3	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
X068	29/05/2002	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	8.4	0.25	GOOD	83	39	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
UN268	30/05/2002	Yes	NA	NA	NA	NA	0	GOOD	NA	NA	NA	2002	MALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S043	31/05/2002	Yes	NA	NA	NA	NA	0	GOOD	NA	NA	NA	2002	FEMALE	ADULT	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UN269	17/06/2002	Yes	NA	NA	NA	NA	0	FAIR	NA	NA	NA	2002	MALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C065	18/06/2002	No	YEW	TAXUS	YEW	6.8	1	FAIR	81	38.6	NA	2002	MALE	ADULT	11	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
D073	18/06/2002	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	7	0.5	POOR	81.5	38.3	NA	2002	MALE	ADULT	5	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
H043	18/06/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	6.6	0.75	POOR	78	38.2	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
H069	18/06/2002	No	PONTINS	BOG	PEGLARS/PONTINS	6.6	0.75	POOR	80	38.6	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
I014	18/06/2002	No	BEECH	BEECH	BEECH	3.9	0	FAIR	67	38.2	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1
I015	18/06/2002	No	BEECH	BEECH	BEECH	4.7	0	GOOD	75	38.4	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I016	18/06/2002	No	SEPTIC_TANK	HUNTING_GATE	SEPTIC_TANK	4.1	0	GOOD	68	38.7	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I017	18/06/2002	No	SEPTIC_TANK	HUNTING_GATE	SEPTIC_TANK	3.4	0	GOOD	63.5	38.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
I018	18/06/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	3.4	0	GOOD	65	38.6	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I019	18/06/2002	No	PONTINS	BOG	PEGLARS/PONTINS	2.4	0	FAIR	58	38.8	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I020	18/06/2002	No	PONTINS	BOG	PEGLARS/PONTINS	2.6	0	GOOD	60	38.8	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I021	18/06/2002	No	PONTINS	BOG	PEGLARS/PONTINS	2	0	FAIR	54	37.8	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I022	18/06/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	2.5	0	GOOD	59	38.8	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I023	18/06/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	2.5	0	GOOD	59	38.1	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1
Q032	18/06/2002	No	PEGLARS	PEGLARS	PEGLARS/PONTINS	8.8	0.25	GOOD	83	38.9	NA	2002	FEMALE	ADULT	3	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Q033	18/06/2002	No	WOODRUSH	WOODRUSH	WOODRUSH	9.4	0.5	GOOD	83.5	38.3	NA	2002	MALE	ADULT	3	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
S024	18/06/2002	No	YEW	TAXUS	YEW	6.2	0.75	POOR	77	38.1	NA	2002	FEMALE	ADULT	6	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
U019	18/06/2002	No	YEW	TAXUS	YEW	7.4	0.25	FAIR	82.5	38.6	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U020	18/06/2002	No	YEW	TAXUS	YEW	7.6	0.25	GOOD	83.5	38.6	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U023	18/06/2002	No	BEECH	BEECH	BEECH	7.9	0.25	FAIR	82.5	38.7	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U048	18/06/2002	No	TOP_SETT	TOP	TOP_SETT	8.2	0.25	GOOD	85	38.9	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U049	18/06/2002	No	TOP_SETT	TOP	TOP_SETT	8.1	0.25	GOOD	84	38.7	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U050	18/06/2002	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	7.5	0.25	GOOD	83.5	39	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U051	18/06/2002	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	8.2	0.25	GOOD	85	39	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U057	18/06/2002	No	TOP_SETT	SAPLING	TOP_SETT	7.5	0.25	GOOD	80	38.8	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U061	18/06/2002	No	KENNEL	CUL-DE-SAC	KENNEL	7.1	0.25	FAIR	83.5	38.6	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U063	18/06/2002	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	10.3	0.25	VERY_GOOD	89.5	39.6	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U067	18/06/2002	No	TOP_SETT	TOP	TOP_SETT	8.4	0	GOOD	82	38.9	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
U068	18/06/2002	No	TOP_SETT	TOP	TOP_SETT	6.6	0.25	FAIR	80	38.3	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
UN270	18/06/2002	Yes	NA	NA	NA	NA	0	FAIR	NA	NA	NA	2002	FEMALE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
X024	18/06/2002	No	YEW	TAXUS	YEW	8.2	0.5	GOOD	83.5	38.7	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
X035	18/06/2002	No	WOODRUSH	WOODRUSH	WOODRUSH	8.3	0.25	GOOD	81	38.6	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1
Z093	18/06/2002	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	6.2	0.75	FAIR	78	38.6	NA	2002	FEMALE	ADULT	8	NA	NA	1	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	0
D019	19/06/2002	No	BEECH	BEECH	BEECH	9.8	0.5	GOOD	86	38.6	NA	2002	MALE	ADULT	5	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
D020	19/06/2002	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	9.1	0.75	GOOD	83	39.2	NA	2002	FEMALE	ADULT	5	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
D027	19/06/2002	No	YEW	TAXUS	YEW	7.4	0.75	GOOD	84	38.3	NA	2002	FEMALE	ADULT	5	NA	NA	1	0	NA	1	0	0	NA	NA	NA	NA	NA	NA	0
I024	19/06/2002	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	9.1	0.25	GOOD	86	38.8	NA	2002	FEMALE	ADULT	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
I025	19/06/2002	No	YEW	TAXUS	YEW	2.3	0	GOOD	57	38.3	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I026	19/06/2002	No	YEW	TAXUS	YEW	2.6	0	GOOD	60	38	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I027	19/06/2002	No	PONTINS	BOG	PEGLARS/PONTINS	2.8	0	GOOD	59	38.4	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I028	19/06/2002	No	PONTINS	BOG	PEGLARS/PONTINS	2	0	FAIR	54	39	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
J037	19/06/2002	No	PONTINS	BOG	PEGLARS/PONTINS	6.5	0.75	POOR	80.5	39.2	NA	2002	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
J087	19/06/2002	No	BEECH	CHESTNUT	BEECH	8.7	0.75	VERY_GOOD	85	38.3	NA	2002	FEMALE	ADULT	4	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
M001	19/06/2002	No	PONTINS	BOG	PEGLARS/PONTINS	6.6	0.75	FAIR	78	38.7	NA	2002	FEMALE	ADULT	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Q039	19/06/2002	No	KENNEL	KENNEL	KENNEL	6.3	0.5	GOOD	80.5	38.2	NA	2002	FEMALE	ADULT	3	NA	NA	1	0	NA	NA	0	1	NA	NA	NA	NA	NA	NA	1
T047	19/06/2002	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	7.9	0.75	GOOD	84	38.5	NA	2002	MALE	ADULT	10	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U024	19/06/2002	No	BEECH	CHESTNUT	BEECH	8.1	0.25	GOOD	83.5	38.9	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U052	19/06/2002	No	BEECH	BEECH	BEECH	8.5	0.25	GOOD	84	38.5	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U053	19/06/2002	No	SEPTIC_TANK	HUNTING_GATE	SEPTIC_TANK	8.6	0.25	VERY_GOOD	85	39.4	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
U054	19/06/2002	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	7.3	0.25	GOOD	81.5	38.9	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
U060	19/06/2002	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	6.7	0.25	FAIR	79	38.8	NA	2002	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
U062	19/06/2002	No	KENNEL	KENNEL	KENNEL	7.2	0.25	GOOD	80	39	NA	2002	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
X073	19/06/2002	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	7.4	0.5	GOOD	82	38.5	NA	2002	MALE	ADULT	2	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
X092	19/06/2002	No	PEGLARS	PEGLARS	PEGLARS/PONTINS	8.3	0.25	GOOD	80	39.4	NA	2002	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Q002	01/07/2002	Yes	NA	NA	NA	9	0	FAIR	NA	NA	NA	2002	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
D035	09/07/2002	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	5.7	0.75	POOR	81.5	37.2	NA	2002	FEMALE	ADULT	5	NA	NA	1	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	1
D036	09/07/2002	No	WINDSOR_EDGE	WINDSOR_EDGE	WINDSOR_EDGE	9.5	0.5	GOOD	87	38.6	NA	2002	MALE	ADULT	5	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
D060	09/07/2002	No	WEST	WEST	WEST	7.2	0.5	POOR	85	36.4	NA	2002	FEMALE	ADULT	5	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
H054	09/07/2002	No	WINDSOR_EDGE	HOPPER	WINDSOR_EDGE	7.8	1	GOOD	82	38.7	NA	2002	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I003	09/07/2002	No	WEST	WEST	WEST	2	0	FAIR	61	36.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I005	09/07/2002	No	WEST	WEST	WEST	3.8	0	GOOD	67	39.4	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I006	09/07/2002	No	WEST	WEST	WEST	3.8	0	GOOD	66	39	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I011	09/07/2002	No	WEST	WEST	WEST	4.3	0.25	GOOD	69	37.5	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
I029	09/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	3.3	0	GOOD	64.5	39	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I030	09/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	2.1	0	FAIR	56	38.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
I031	09/07/2002	No	INCHBROOK	INCHBROOK	INCHBROOK	3	0	NA	63	38.5	NA	2002	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
I032	09/07/2002	No	PARK_MILL	PARK_MILL	PARK_MILL	3	0	GOOD	61	38.6	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
I033	09/07/2002	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	3.1	0	GOOD	64.5	38.8	NA	2002	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
I034	09/07/2002	No	CEDAR	RABBIT	CEDAR	9.3	0.75	GOOD	90	38.7	NA	2002	MALE	ADULT	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
